16,US,A1,US 2017/0090480 A1,164-862-940-465-550,2017-03-30,2017,US 201615276321 A,2016-09-26,US 201562232435 P 20150924,Autonomous Vehicle Operated With Safety Augmentation,UBER TECH INC,HO JUSTIN,,ZYCH NOAH,https://lens.org/164-862-940-465-550,Patent Application,yes,0,1,1,0,G05D1/0214,,B60W30/00,,G05D1/0027,,G05D1/0088,,G05D2201/0213,,G08G1/22,G05D1/02,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,US,A1,US 2015/0338852 A1,071-544-433-573-64X,2015-11-26,2015,US 201514824087 A,2015-08-12,US 201514824087 A 20150812,Sharing Autonomous Vehicles,RAMANUJAM MADHUSOODHAN,RAMANUJAM MADHUSOODHAN,https://lens.org/071-544-433-573-64X,Patent Application,yes,4,1,1,0,B60K35/00,,G01C21/26,,G01C21/343,,G06Q50/00,,G08G1/202,G05D1/00,,B60K35/00,,G01C21/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,US,B1,US 9494439 B1,092-222-785-528-965,2016-11-15,2016,US 201514711506 A,2015-05-13,US 201514711506 A 20150513,Autonomous Vehicle Operated With Guide Assistance Of Human Driven Vehicles,UBER TECH INC,ROSS WILLIAM,,BARES JOHN,,LAROSE DAVID,,SWEENEY MATTHEW,https://lens.org/092-222-785-528-965,Granted Patent,yes,3,4,9,0,G05D1/0027,,B60W30/00,,G01C21/34,,G01S13/867,,G01S2013/9357,,G01S2013/936,,G01S2013/9364,,G01S2013/9367,,G05D1/0022,,G05D1/0234,,G05D1/0274,,G05D1/0278,,G05D1/0287,,G05D2201/0213,,G06K9/00791,,G08B25/00,,G08G1/0962,,G08G1/161,,G08G1/165,,G08G1/166,,G08G1/22,,H04L67/12,G01C21/34,,,,"ISR and Written Opinion dated Aug. 11, 2016 in PCT/US2016/032549.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WO,A1,WO 2016/172009 A1,166-887-419-504-954,2016-10-27,2016,US 2016/0027857 W,2016-04-15,US 201514695495 A 20150424,Autonomous Vehicle Simulation System,NORTHROP GRUMMAN SYSTEMS CORP,WEI JEROME H,,WANG WALTER,,GEVORKIAN ARTHUR,https://lens.org/166-887-419-504-954,Patent Application,yes,0,2,2,0,G06F17/5009,,G05B17/02,,G05D1/0088,,G06F17/5095,,G09B9/042,G05B17/02,,G05D1/00,,G06F17/50,,,,"SHUIYING WANG ET AL: ""Shader-based sensor simulation for autonomous car testing"", INTELLIGENT TRANSPORTATION SYSTEMS (ITSC), 2012 15TH INTERNATIONAL IEEE CONFERENCE ON, IEEE, 16 September 2012 (2012-09-16), pages 224 - 229, XP032264235, ISBN: 978-1-4673-3064-0, DOI: 10.1109/ITSC.2012.6338904;;NANYUE YANG ET AL: ""Autonomous Overtaking Motion Simulation for Autonomous Virtual Vehicle Based on Eon Studio"", COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, 2008. ICCSIT '08. INTERNATIONAL CONFERENCE ON, IEEE, PISCATAWAY, NJ, USA, 29 August 2008 (2008-08-29), pages 870 - 874, XP031320915, ISBN: 978-0-7695-3308-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,US,A1,US 2016/0187879 A1,119-099-707-998-969,2016-06-30,2016,US 201514957215 A,2015-12-02,US 201514957215 A 20151202,,US 201462098147 P 20141230,Autonomous Driving Interface,MERE SHADI,,WINGROVE THEODORE CHARLES,,EICHBRECHT MICHAEL,,ENTSMINGER KYLE,MERE SHADI,,WINGROVE THEODORE CHARLES,,EICHBRECHT MICHAEL,,ENTSMINGER KYLE,https://lens.org/119-099-707-998-969,Patent Application,yes,0,3,3,0,G05D1/0061,,B60W30/12,,B60W30/143,,B60W30/182,,B60W40/09,,B60W50/082,,B60W2040/0818,,B60W2040/0827,,B60W2050/0095,,B60W2540/26,,B60W2540/30,,B60W2550/402,,G05D2201/0213,G05D1/00,,B60W40/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,US,B1,US 9008890 B1,103-396-621-527-146,2015-04-14,2015,US 201313837573 A,2013-03-15,US 201313837573 A 20130315,Augmented Trajectories For Autonomous Vehicles,GOOGLE INC,HERBACH JOSHUA SETH,,FAIRFIELD NATHANIEL,,DOLGOV DMITRI,,COLIJN PETER,,CHATHAM ANDREW,https://lens.org/103-396-621-527-146,Granted Patent,yes,7,2,2,0,G01C21/34,,B60W30/00,,G05D1/0214,,G05D1/0297,,G05D2201/0213,G06F19/00,,G05D1/00,,G05D1/02,701/26,,701/23,,701/24,,701/301,,701/400,,701/2,,340/435,,340/436,,10.1109/tits.2007.908574,,10.2174/1874479600902010032,,10.1002/rob.20135,"Office Action for U.S. Appl. No. 13/835,448 mailed Feb. 6, 2014, 6 pages.;;Cremean, Lars B., et al. ""Alice: An information-rich autonomous vehicle for high-speed desert navigation."" Journal of Field Robotics, 2006, pp. 777-810, vol. 23, No. 9.;;Dao, Thanh-Son et al., ""Markov-Based Lane Positioning Using Intervehicle Communication,"" IEEE Transactions on Intelligent Transportation Systems, Dec. 2007, pp. 641-650, vol. 8, No. 4.;;Jia, Zhen et al., ""Vision Based Target Tracking for Autonomous Land Vehicle Navigation: A Brief Survey,"" Recent Patents on Computer Science, 2009, pp. 32-42, vol. 2, Bentham Science Publishers Ltd.;;Ünsal, Cem, Intelligent Navigation of Autonomous Vehicles in an Automated Highway System: Learning Methods and Interacting Vehicles Approach, Dissertation submitted to the Faculty of the Virginia Polytechnic Institute, Jan. 29, 1997, pp. i-185.;;Wang, Miao, ""Remote controlling an autonomous car with an iPhone,"" Fachbereich Mathematik und Informatik Serie B-Informatik, Mar. 2010, 5 pages.;;Office Action for U.S. Appl. No. 13/837,306 mailed Jun. 24, 2014, 29 pages.;;Office Action for U.S. Appl. No. 13/835,295 mailed Dec. 11, 2013, 26 pages.;;Advisory Action for U.S. Appl. No. 13/835,295 mailed Jul. 23, 2014, 8 pages.;;Final Office Action for U.S. Appl. No. 13/835,295 mailed May 20, 2014, 28 pages.;;Notice of Allowance for U.S. Appl. No. 13/835,448 mailed Aug. 18, 2014, 7 pages.;;Notice of Allowance for U.S. Appl. No. 13/835,448 mailed Apr. 25, 2014, 5 pages.;;Notice of Allowance for U.S. Appl. 13/837,306 mailed Dec. 3, 2014, 9 pages.;;Office Action for U.S. Appl. 13/835,295 mailed Nov. 6, 2014, 24 pages.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,US,A1,US 2017/0029018 A1,149-571-877-007-077,2017-02-02,2017,US 201514813709 A,2015-07-30,US 201514813709 A 20150730,Rotation Control System For A Steering Wheel And Method,STEERING SOLUTIONS IP HOLDING,LUBISCHER FRANK P,,RIEFE RICHARD K,https://lens.org/149-571-877-007-077,Patent Application,yes,0,2,2,0,B62D5/0463,,B62D6/008,B62D5/04,,B62D6/00,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,US,B1,US 9582003 B1,026-721-904-220-123,2017-02-28,2017,US 201615182989 A,2016-06-15,US 201662337294 P 20160516,Method For Maintaining Active Control Of An Autonomous Vehicle,OTTOMOTTO LLC,,UBER TECH INC,LEVANDOWSKI ANTHONY,,BURNETTE DON,https://lens.org/026-721-904-220-123,Granted Patent,yes,0,1,1,0,G05D1/0088,,B60K28/02,,B60W40/08,,B60W50/10,,B60W2540/04,,B60W2540/10,G05D1/00,,B60W40/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,US,A1,US 2017/0088038 A1,116-494-648-720-537,2017-03-30,2017,US 201514869716 A,2015-09-29,US 201514869716 A 20150929,External Indicators And Notifications For Vehicles With Autonomous Capabilities,TOYOTA MOTOR ENG & MFG NORTH AMERICA INC,GELLER BENJAMIN M,https://lens.org/116-494-648-720-537,Patent Application,yes,0,1,1,0,B60Q1/50,,G08G1/0962,,G08G1/096716,,G08G1/096791,B60Q1/50,,B60Q1/26,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,US,B1,US 8996224 B1,079-188-665-221-873,2015-03-31,2015,US 201313837306 A,2013-03-15,US 201313837306 A 20130315,Detecting That An Autonomous Vehicle Is In A Stuck Condition,GOOGLE INC,HERBACH JOSHUA SETH,,FAIRFIELD NATHANIEL,https://lens.org/079-188-665-221-873,Granted Patent,yes,22,1,1,0,G05D1/0011,,B60W30/12,,B60W30/16,,B60W2520/10,,B60W2550/40,,G05D1/0027,,G05D1/0044,,G05D1/02,,G05D2201/0213,G05D1/02,,G05D1/00,701/23,,701/24,,701/25,,701/26,,701/300,,701/301,,180/167,,180/116,,10.1109/tits.2007.908574,,10.2174/1874479600902010032,,10.1002/rob.20135,"Office Action for U.S. Appl. No. 13/835,295 mailed Dec. 11, 2013, 26 pages.;;Office Action for U.S. Appl. No. 13/835,448 mailed Feb. 6, 2014, 6 pages.;;Cremean, Lars B., et al. ""Alice: An information-rich autonomous vehicle for high-speed desert navigation."" Journal of Field Robotics, 2006, pp. 777-810, vol. 23, No. 9.;;Dao, Thanh-Son et al., ""Markov-Based Lane Positioning Using Intervehicle Communication,"" IEEE Transactions on Intelligent Transportation Systems, Dec. 2007, pp. 641-650, vol. 8, No. 4.;;Jia, Zhen et al., ""Vision Based Target Tracking for Autonomous Land Vehicle Navigation: A Brief Survey,"" Recent Patents on Computer Science, 2009, pp. 32-42, vol. 2, Bentham Science Publishers Ltd.;;Ünsal, Cem, Intelligent Navigation of Autonomous Vehicles in an Automated Highway System: Learning Methods and Interacting Vehicles Approach, Dissertation submitted to the Faculty of the Virginia Polytechnic Institute, Jan. 29, 1997, pp. i-185.;;Wang, Miao, ""Remote controlling an autonomous car with an iPhone,"" Fachbereich Mathematik und Informatik Serie B-Informatik, Mar. 2010, 5 pages.;;Advisory Action for U.S. Appl. No. 13/835,295 mailed Jul. 23, 2014, 8 pages.;;Final Office Action for U.S. Appl. No. 13/835,295 mailed May 20, 2014, 28 pages.;;Notice of Allowance for U.S. Appl. No. 13/835,448 mailed Aug. 18, 2014, 7 pages.;;Notice of Allowance for U.S. Appl. No. 13/835,448 mailed Apr. 25, 2014, 5 pages.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,US,A1,US 2014/0303827 A1,190-289-841-985-773,2014-10-09,2014,US 201313857240 A,2013-04-05,US 201313857240 A 20130405,Systems And Methods For Transitioning Control Of An Autonomous Vehicle To A Driver,GOOGLE INC,DOLGOV DMITRI,,SCHULTZ ANDREW,,EGNOR DANIEL TRAWICK,,URMSON CHRISTOPHER,https://lens.org/190-289-841-985-773,Patent Application,yes,49,9,9,0,G05D1/0061,,B60W30/00,,B60W50/12,,G05D2201/0213,G05D1/00,701/23,,,"2014 Mercedes-Benz S Class' Autonomous Steering Testedhttp://www.motorauthority.com/news/1080502_2014-mercedes-benz-s-class-autonomous-steering-tested16 Nov 2012 by Viknesh Vijayenthiran via Motor Authority;;CityMobil: Human Factor Issues Regarding Highly Automated Vehicles on eLanehttp://trb.metapress.com/content/nw97742515p88322/?genre=article&id=doi%3a10.3141%2f2110-01Transportation Research Record: Journal of the Transportation Research Board Volume 2110 / 2009 Transit 2009 Vol. 14 Dec 2009 by Toffetti et al.;;Transition to manual: Driver behaviour when resuming control from a highly automated vehiclehttp://www.sciencedirect.com/science/article/pii/S1369847814001284Transportation Research Part F: Traffic Psychology and Behaviour, Volume 27, Part BNovember 2014 by Merat et al.;;CityMobil: Human Factor Issues Regarding Highly Automated Vehicles on eLanehttp://repository.tudelft.nl/view/tno/uuid%3Ab5793d57-379f-475e-a9d1-5ca1f0134f2c/TNO Innovation For Life, Repository hosted by TU Delft Library2009 by Toffetti et al.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,US,A1,US 2008/0177435 A1,123-863-186-143-556,2008-07-24,2008,US 5821408 A,2008-03-28,US 34103106 A 20060127,Intelligent Tow Bar,LOCKHEED CORP,CAPORALI MICHAEL E,,WISNIEWSKI MICHAEL A,https://lens.org/123-863-186-143-556,Patent Application,yes,2,2,2,0,B60D1/155,,B60D1/167,,B60D1/242,,B60D1/30,,B60D1/58,,B62D12/02,,B62D53/00,,B62D59/04,G05D27/02,701/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,US,A1,US 2013/0338825 A1,120-114-840-371-522,2013-12-19,2013,US 201313867138 A,2013-04-22,US 201261659004 P 20120613,Carrying Autonomous Vehicle System And Methods,ROBO TEAM LTD,CANTOR DANIEL,,ASHER YEHONATAN,,ROTBART MOR,,VAYNBERG MARK,,WOLF YOSI,,LEVY ELAD,https://lens.org/120-114-840-371-522,Patent Application,yes,0,2,2,0,B60P1/00,,B25J5/005,,B25J9/00,,B62D55/02,,B62D55/065,,B62D55/075,,B62D57/022,B60P1/00,,B25J9/00,,B62D55/02,700/245,,414/539,,414/812,,280/5.22,,,"TransportTeamOfRobots.pdf (Esra Kadioglu, Nikolaos Papanikolopoulos, A Method for Transporting a Team of Miniature Robots, October 2003, IEEURSJ, Proceedings of the 2003 IEEURSJ, pages 2297-3302)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,US,B1,US 8078349 B1,180-607-201-753-083,2011-12-13,2011,US 201113105101 A,2011-05-11,US 201113105101 A 20110511,Transitioning A Mixed-mode Vehicle To Autonomous Mode,PRADA GOMEZ LUIS RICARDO,,FAIRFIELD NATHANIEL,,SZYBALSKI ANDY,,NEMEC PHILIP,,URMSON CHRISTOPHER,,GOOGLE INC,PRADA GOMEZ LUIS RICARDO,,FAIRFIELD NATHANIEL,,SZYBALSKI ANDY,,NEMEC PHILIP,,URMSON CHRISTOPHER,https://lens.org/180-607-201-753-083,Granted Patent,yes,69,19,19,0,G05D1/0022,,B62D15/0285,,G05D1/0061,,G05D2201/02,G05D1/00,,G01C22/00,701/23,,701/1,,701/2,,10.1109/robot.2007.364000,,10.1109/robot.2002.1014261,"Ng, ""Master Controller of an Unmanned Autonomous Ground Vehicle"", STR/03/040/MECH, Retrieved on Feb. 26, 2011.;;Kim, ""Outdoor Navigation of a Mobile Robot Using Differential GPS and Curb Detection"", IEEE International Conference on Robotics and Automation, Apr. 10-14, 2007, pp. 3414-3419.;;Rönnbäck, Sven. ""On Methods for Assistive Mobile Robots"", Published as Doctoral Thesis, Lule{dot over (a)} University of Technology, 2006. Retrieved on Jul. 12, 2011 from the Internet at URL: .;;Ng, ""Master Controller of an Unmanned Autonomous Ground Vehicle"", STR/03/040/MECH, Technical Report, Singapore Institute of Manufacturing Technology (SIMTech), 2004.;;MacMahon. ""Adjustable Autonomy for Route-Direction Following"", Proceedings of the AAAI Spring Symposium on Interaction between Humans and Autonomous Systems over Extended Operation, Stanford, CA, Mar. 2004.;;Campos, ""A mobile manipulator for installation and removal of aircraft warning spheres on aerial power transmission lines"", Proceedings of the IEEE International Conference on Robotics and Automation, 2002, pp. 3559-3564, vol. 4. Retrieved on Jul. 12, 2011.;;Crandall, ""Measuring the Intelligence of a Robot and its Interface"", Computer Science Department, Brigham Young University, Provo, Utah, 2003.;;Lo, ""Semi-Automated Wheelchair-Senior Design II Final Documentation"", Department of Electrical Engineering and Computer Science, University of Central Florida, Orlando, Florida, 2008.;;""Driverless Car"", TORINews, posted on Jan. 7, 2011, retrieved on Jul. 13, 2011 from the Internet at URL: .;;Pacis, ""An Adaptive Localization System for Outdoor/Indoor Navigation for Autonomous Robots"", SPIE Proc. 6230: Unmanned Systems Technology VIII, Defense Security Symposium, Orlando FL, Apr. 17-20, 2006.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,US,A1,US 2015/0348112 A1,103-051-448-271-963,2015-12-03,2015,US 201514824089 A,2015-08-12,US 201514824089 A 20150812,Providing Advertisements To Autonomous Vehicles,RAMANUJAM MADHUSOODHAN,RAMANUJAM MADHUSOODHAN,https://lens.org/103-051-448-271-963,Patent Application,yes,4,1,1,0,G06Q30/0266,,G01C21/34,G06Q30/02,,G01C21/34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,US,A1,US 2015/0170287 A1,193-466-228-599-843,2015-06-18,2015,US 201314132426 A,2013-12-18,US 201314132426 A 20131218,Insurance Applications For Autonomous Vehicles,TRAVELERS INDEMNITY CO,TIRONE BETH S,,GLENN DONNA L,,CASEY EILEEN P,,COLLINS DEAN M,https://lens.org/193-466-228-599-843,Patent Application,yes,12,2,2,0,G06Q40/08,G06Q40/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,WO,A1,WO 2016/083662 A1,042-081-999-382-105,2016-06-02,2016,FI 2015050787 W,2015-11-12,GB 201420931 A 20141125,"Apparatuses, Methods And Computer Programs For Providing Vehicle Feedback",NOKIA TECHNOLOGIES OY,LEPPÄNEN JUSSI,,LEHTINIEMI ARTO,,ERONEN ANTTI,https://lens.org/042-081-999-382-105,Patent Application,yes,0,2,2,0,H04W4/008,,B60W30/00,,G06F3/016,,G06F3/017,,H04W4/006,,H04W4/046,H04W4/06,,G05D1/00,,G06F17/40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,US,A1,US 2014/0330479 A1,098-763-458-454-241,2014-11-06,2014,US 201313886563 A,2013-05-03,US 201313886563 A 20130503,Predictive Reasoning For Controlling Speed Of A Vehicle,GOOGLE INC,DOLGOV DMITRI,,FERGUSON DAVE,https://lens.org/098-763-458-454-241,Patent Application,yes,16,15,15,0,B60W30/16,,B60W30/143,,B60W30/17,,B60W2420/42,,B60W2550/22,,B60W2550/30,,B60W2550/302,,B60W2550/308,,B60W2750/308,,G01S13/865,,G01S13/867,,G01S13/931,,G01S2013/9325,,G05D1/0088,,G08G1/167,,G08G1/22,B60W30/16,701/28,,701/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,US,B1,US 9176500 B1,126-822-758-728-954,2015-11-03,2015,US 201414302258 A,2014-06-11,US 201414302258 A 20140611,,US 201213471184 A 20120514,Consideration Of Risks In Active Sensing For An Autonomous Vehicle,GOOGLE INC,TELLER ERIC,,LOMBROZO PETER,https://lens.org/126-822-758-728-954,Granted Patent,yes,5,2,3,0,B60W30/08,,B60W30/00,,B60W2420/10,,B60W2420/42,,B60W2420/50,,B60W2420/52,,B60W2420/62,,B60W2520/125,,B60W2520/14,,B60W2520/16,,B60W2520/18,,B60W2540/12,,B60W2540/14,,B60W2550/10,,B60W2550/20,,B60W2550/402,,B60W2900/00,,G05D1/0088,,G05D2201/0213,G01C22/00,,G05D1/00,,,10.1109/tits.2007.908574,,10.2174/1874479600902010032,"Thanh-Son Dao, Markov-Based Lane Positioning Using Intervehicle Communication, IEEE Transactions on Intelligent Transportation Systems, Dec. 2007, vol. 8, No. 4.;;Zhen Jia, Vision Based Target Tracking for Autonomous Land Vehicle Navigation: A Brief Survey, Recent Patents on Computer Science, pp. 32-42, Betham Science Publishers Ltd.;;Cem Unsal, Intelligent Navigation of Autonomous Vehicles in an Automated Highway System; Learning Methods and Interacting Vehicles Approach, Dissertation submitted to the Faculty of the Virginia Polytechnic Institute, Jan. 29, 1997, pp. i-100.;;Cem Unsal, Intelligent Navigation of Autonomous Vehicles in an Automated Highway System: Learning Methods and Interacting Vehicles Approach, Dissertation submitted to the Faculty of the Virginia Polytechnic Institute, Jan. 29, 1997, pp. 101-185.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,US,A1,US 2017/0131715 A1,108-814-024-360-764,2017-05-11,2017,US 201615182304 A,2016-06-14,KR 20150157014 A 20151109,Autonomous Vehicle Control Apparatus And Method,HYUNDAI MOTOR CO LTD,RYU JOOHYUN,,CHU KEONYUP,https://lens.org/108-814-024-360-764,Patent Application,yes,0,2,2,0,G05D1/0061,,B60W30/12,,G05D1/021,,G05D2201/0213,G05D1/00,,B60W30/12,,G05D1/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,US,A1,US 2016/0304124 A1,165-920-106-714-745,2016-10-20,2016,US 201615092704 A,2016-04-07,JP 2015085139 A 20150417,Vehicle Control System,TOYOTA MOTOR CO LTD,FUJIYOSHI TADASHI,,HOSHIYA KAZUMI,,ITO YOSHIO,,ASAHARA NORIMI,,KUWAHARA SEIJI,,ENDO TAKAHITO,,ARAKAWA KAZUYA,https://lens.org/165-920-106-714-745,Patent Application,yes,0,2,2,0,B62D15/025,,B62D1/286,,G05D1/0061,,G05D2201/0213,B62D15/02,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,US,A1,US 2015/0232064 A1,034-719-078-464-632,2015-08-20,2015,US 201414180422 A,2014-02-14,US 201414180422 A 20140214,Limitations On The Use Of An Autonomous Vehicle,IBM,CUDAK GARY D,,HARDEE CHRISTOPHER J,,RODRIGUEZ ADRIAN X,https://lens.org/034-719-078-464-632,Patent Application,yes,3,4,4,0,B60R25/01,,B60K35/00,,B60K37/06,,B60Q1/34,,B60Q1/343,,B60Q1/346,,B60R25/00,,B60R25/102,,B60R25/2081,,B60R25/241,,B60R25/31,,B60W50/0098,,G01C21/26,,G05D1/0055,,G06F17/00,,G06F19/00,B60R25/01,,B60R25/102,,B60R25/20,,B60R25/31,,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,US,A1,US 2015/0346723 A1,042-522-134-771-890,2015-12-03,2015,US 201414291802 A,2014-05-30,US 201414291802 A 20140530,Vehicle Trajectory Planning For Autonomous Vehicles,NISSAN NORTH AMERICA INC,PEDERSEN LIAM,https://lens.org/042-522-134-771-890,Patent Application,yes,0,2,2,0,G05D1/0088,,B60W30/10,,G05D1/0217,,G05D2201/0213,G05D1/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
